Contig	Start	End	Strand	Length	PID	Gene	Synonym	Code	COG	Product	ket/xyl_E1004_01	ket/xyl_E1004_03	ket/xyl_E1004_04	propofol_E1004_05	propofol_E1004_06	propofol_E1004_08	input_E1004_13	input_E1004_14	input_E1004_15
CP009208	139802	140305	+	504	AIK78775.1	mltE	VK055_0147	-	-	lytic murein transglycosylase E	22.24896659	2.354387278	101.3389741	79.30103192	42.43027683	20.41498451	51.75463003	60.81306783	63.33502709
CP009208	140347	142467	-	2121	AIK78776.1	-	VK055_0148	-	-	tonB-dependent siderophore receptor family protein	665.7449081	43.26186623	213.7207534	152.9377044	271.3478709	160.2793465	186.4999951	274.3793392	261.8812892
CP009208	142719	144431	-	1713	AIK78777.1	-	VK055_0149	-	-	trehalase family protein	129.3888242	90.54581074	42.38738314	44.27448284	102.2885877	152.1712675	187.1345887	364.2299264	342.4434436
CP009208	144849	146288	+	1440	AIK78778.1	-	VK055_0150	-	-	hypothetical protein	317.9713934	113.2067883	217.8830416	125.5407007	73.60954439	154.9222229	179.4489556	347.4414847	357.2095528
CP009208	146315	147211	+	897	AIK78779.1	-	VK055_0151	-	-	A predicted alpha-helical domain with a conserved ER motif family protein	95.07122994	40.41698161	15.96959525	128.1994816	73.16832834	159.4106237	117.7523599	138.1263638	133.0397483
CP009208	147208	148023	+	816	AIK78780.1	-	VK055_0152	-	-	transglutaminase-like superfamily protein	31.03361392	42.28087154	20.98132993	15.60588821	69.63859993	69.78739386	39.48582128	48.70809699	51.753765
CP009208	148058	148786	+	729	AIK78781.1	-	VK055_0153	-	-	proteasome subunit	157.2205573	42.57516995	168.445252	84.38739548	37.35629226	68.48430975	78.47806979	74.64732023	81.28598334
CP009208	149266	149814	+	549	AIK78782.1	-	VK055_0154	-	-	meiotically up-regulated gene 113 family protein	72.2475668	93.5868943	246.4244458	278.8252026	367.6065059	193.0736301	139.6105824	114.5649027	120.30036
CP009208	149805	150122	+	318	AIK78783.1	-	VK055_0155	-	-	hypothetical protein	65.10490962	38.06259433	56.233362	48.89844971	84.49287363	74.85494321	49.42778699	44.16873292	50.45087301
CP009208	150305	151264	+	960	AIK78784.1	-	VK055_0156	-	-	fatty acid desaturase family protein	229.3860246	52.87561429	188.1524121	89.35815987	83.02215346	328.9563462	231.626648	316.6026304	330.1383527
CP009208	151257	152057	+	801	AIK78785.1	-	VK055_0157	-	-	"ABC transporter, phosphonate, periplasmic substrate-binding family protein"	5.336468002	42.57516995	78.74369573	9.363532923	33.45888381	29.82614758	48.65217264	94.96637844	100.0331514
CP009208	152095	152217	-	123	AIK78786.1	-	VK055_0158	-	-	putative nitrilotriacetate monooxygenase	0	0	2.12361639	0	0	0	1.410207903	6.845072801	5.573482384
CP009208	152515	152658	-	144	AIK78787.1	-	VK055_0159	-	-	hypothetical protein	0	0	0	0	0	0	0	0	0
CP009208	152835	153776	+	942	AIK78788.1	-	VK055_0160	-	-	"bacterial regulatory helix-turn-helix, lysR family protein"	81.03221412	67.98293265	61.16015202	70.63109403	332.3827579	105.4050264	118.8100158	147.1330385	154.0307859
CP009208	153870	154859	+	990	AIK78789.1	tdcB	VK055_0161	-	-	tdcB	17.24089662	139.7917446	58.18708907	69.70630065	76.10976867	40.17842696	75.4461228	77.45740275	67.09893727
CP009208	154885	156216	+	1332	AIK78790.1	tdcC	VK055_0162	-	-	tdcC threonine STP transporter	226.8409398	76.90998442	23.02000166	59.41797435	45.29818116	118.6530483	57.39546164	70.82849014	59.49873402
CP009208	156244	157452	+	1209	AIK78791.1	ackA	VK055_0163	-	-	acetate kinase	24.87615084	28.44884628	2.973062945	9.363532923	32.35584369	47.12820893	51.54309884	97.99262116	105.461868
CP009208	157481	159775	+	2295	AIK78792.1	pflB	VK055_0164	-	-	formate acetyltransferase	85.46558754	134.7886717	79.25336366	628.9750943	137.5123357	180.7667246	183.256517	353.9262905	360.2496341
CP009208	160256	161320	+	1065	AIK78793.1	-	VK055_0165	-	-	"ABC transporter, substrate binding protein"	41.37815189	121.3490443	1099.523622	546.2060872	102.2885877	163.8990246	178.9553829	175.9543977	195.5061808
CP009208	161430	162344	+	915	AIK78794.1	-	VK055_0166	-	-	branched-chain amino acid transport system / permease component family protein	163.0496223	181.7783178	83.67048575	19.53626005	60.66720691	425.3845709	111.2654035	110.6740192	111.8315621
CP009208	162354	163640	+	1287	AIK78795.1	-	VK055_0167	-	-	branched-chain amino acid transport system / permease component family protein	147.5328154	180.3068257	48.50339834	115.021176	98.53825123	119.2321968	175.8529255	181.5745627	191.2355904
CP009208	163637	164512	+	876	AIK78796.1	-	VK055_0168	-	-	ABC transporter family protein	106.9756586	81.12826162	187.1330763	103.9236555	73.7566164	21.93524932	90.46483696	111.6107134	116.3193012
CP009208	164509	165228	+	720	AIK78797.1	-	VK055_0169	-	-	ABC transporter family protein	62.47772538	82.10925632	31.59941188	7.976342861	60.07891884	67.18122563	68.95916644	111.53866	109.4429268
CP009208	165234	166127	-	894	AIK78798.1	-	VK055_0170	-	-	putative transcriptional regulator LYSR-type	76.92723874	88.19142346	53.43018836	31.09617724	80.30132115	3.619678105	58.66464875	83.50988818	78.96973092
CP009208	166411	168054	+	1644	AIK78799.1	pckA	VK055_0171	-	-	phosphoenolpyruvate carboxykinase	192.3591466	134.3962738	23.61461425	32.59896647	98.39117921	113.8026796	109.0795813	165.9389754	174.5151432
CP009208	168104	168580	-	477	AIK78800.1	-	VK055_0172	-	-	putative N-acetyltransferase	49.83440119	82.5016542	78.4039171	22.195041	97.58228312	231.3698245	128.6109607	190.2209705	193.9861401
CP009208	168679	169605	+	927	AIK78801.1	-	VK055_0173	-	-	putative transcriptional regulator	293.9983372	50.52122701	42.98199573	69.82189982	20.2224023	77.60589857	61.97863732	80.19543187	78.17351915
CP009208	169909	171204	+	1296	AIK78802.1	-	VK055_0174	-	-	H+ symporter family protein	23.23416069	35.02151076	12.74169834	18.03347082	112.8042369	55.23628788	82.07409994	134.7398541	148.8192179
CP009208	171219	172025	+	807	AIK78803.1	-	VK055_0176	-	-	bacterial extracellular solute-binding family protein	6.321662095	4.218277207	0	76.87344931	0	33.59061281	25.80680462	45.46569408	42.34398954
CP009208	172000	172899	-	900	AIK78804.1	-	VK055_0175	-	-	"bacterial regulatory helix-turn-helix, lysR family protein"	14.20321484	0	51.05173801	49.12964805	41.32723671	182.6489572	83.34328705	133.6590531	142.1599922
CP009208	173009	173491	-	483	AIK78805.1	-	VK055_0177	-	-	putative cold-shock protein	52.0510879	231.3185501	224.4237801	74.4458667	181.4133327	150.433822	108.4449877	110.818126	117.9117247
CP009208	173682	174380	+	699	AIK78806.1	-	VK055_0178	-	-	RNA pseudouridylate synthase family protein	27.09283755	6.965062364	5.521402613	5.086363563	63.02035918	20.84934588	26.01833581	28.46109217	41.11348044
CP009208	174406	174945	-	540	AIK78807.1	-	VK055_0179	-	-	hypothetical protein	22.49526512	126.2540178	44.68088884	0	70.96224808	127.123095	68.25406249	89.20210661	85.62895663
CP009208	175060	175389	-	330	AIK78808.1	-	VK055_0180	-	-	AIG2-like family protein	0	0	0	0	0	0	0	0	0
CP009208	175559	175720	+	162	AIK78809.1	-	VK055_0181	-	-	hypothetical protein	0	5.101172436	0	11.44431802	0	1.230690556	5.922873191	3.530616498	4.270590398
CP009208	175931	177298	+	1368	AIK78810.1	impJ2	VK055_0182	-	-	"type VI secretion system protein, DUF876"	0	28.25264734	14.18575748	0	3.60326441	3.619678105	21.29413933	49.06836398	47.77270615
CP009208	177295	177948	+	654	AIK78811.1	-	VK055_0183	-	-	"type IV/VI secretion system, DotU family domain protein"	0	91.13440756	14.18575748	28.20619794	31.91462764	0	31.80018821	58.21914551	57.90631048
CP009208	177952	179649	+	1698	AIK78812.1	-	VK055_0184	-	-	ompA family protein	2.709283755	0	7.560074347	9.479132095	3.235584369	14.3339253	7.82665386	33.50483003	36.11906116
CP009208	179767	179928	+	162	AIK78813.1	-	VK055_0185	-	-	hypothetical protein	0	0	0	0	0	0	0	0	0
CP009208	180108	182807	+	2700	AIK78814.1	vgrG2	VK055_0186	-	-	valine-glycine repeat protein G	684.2993969	333.9305956	2294.525037	472.107018	1812.074318	886.4591679	557.3141632	590.8378629	584.129907
CP009208	182804	184681	+	1878	AIK78815.1	-	VK055_0187	-	-	PLD-like domain protein	276.4290425	408.7804912	488.1769356	205.766526	342.677799	320.051938	233.9534911	191.589985	204.1921273
CP009208	184681	185955	+	1275	AIK78816.1	-	VK055_0188	-	-	sel1 repeat family protein	359.9242419	128.9027035	277.5991344	36.99173501	263.479518	165.2745023	134.9568963	137.4778832	133.7635772
CP009208	185993	187060	+	1068	AIK78817.1	-	VK055_0189	-	-	sel1 repeat family protein	83.74149788	46.3029498	74.75129691	20.46105343	142.5127842	80.57403462	83.69583903	90.28290758	87.43852883
CP009208	187229	189100	+	1872	AIK78818.1	-	VK055_0190	-	-	phospholipase D family protein	128.075232	126.5483162	97.43151995	565.2799506	81.03668123	203.2811224	167.0391261	182.7994705	174.1532288
CP009208	189127	190371	+	1245	AIK78819.1	-	VK055_0191	-	-	sel1 repeat family protein	35.22068881	80.44156533	2.548339668	314.6609459	395.9914051	20.92173945	38.21663416	44.09667952	31.48655633
CP009208	190409	190915	+	507	AIK78820.1	-	VK055_0192	-	-	sel1 repeat family protein	0	9.908046462	5.436457957	11.21311967	21.47251445	5.936272092	8.672778602	9.511048524	13.68036585
CP009208	190967	191689	+	723	AIK78821.1	-	VK055_0193	-	-	putative sel1-like repeat; harboring protein	68.0604919	27.0754537	102.2733653	0	10.58918521	76.5923887	22.21077447	31.99170867	30.76272745
CP009208	191727	192791	+	1065	AIK78822.1	-	VK055_0194	-	-	sel1 repeat family protein	125.3659483	13.93012473	394.1432019	26.24101202	10.36857718	38.5857686	47.31247514	42.43945137	43.42973286
CP009208	193006	193983	+	978	AIK78823.1	-	VK055_0195	-	-	hypothetical protein	166.0873041	185.0156003	190.6158071	163.5728282	390.4026685	235.4962575	125.3674826	87.25666487	94.60443475
CP009208	194073	194336	+	264	AIK78824.1	-	VK055_0196	-	-	hypothetical protein	0	0	0	0	0	0	0	0	0
CP009208	194339	195601	+	1263	AIK78825.1	-	VK055_0197	-	-	hypothetical protein	221.8328699	280.368285	497.1810691	292.8127024	247.0074521	316.2874728	264.8370441	224.2301743	223.6631242
CP009208	195707	199102	+	3396	AIK78826.1	icmF2	VK055_0198	-	-	intracellular multiplication and human macrophage-killing family protein	675.9252471	1457.758123	808.7580658	478.0025758	961.4833095	895.5083632	584.1081133	476.1288534	485.3272648
CP009208	199236	200999	+	1764	AIK78827.1	impG2	VK055_0199	-	-	type VI secretion system protein DUF879	368.6267897	257.1187107	295.2676228	308.1873923	187.7374294	225.2887653	293.9578373	303.0565916	277.8779074
CP009208	200954	202045	+	1092	AIK78828.1	impH2	VK055_0200	-	-	type VI secretion system protein DUF1305	178.8127278	124.2920284	193.7587594	162.5324357	107.8037883	179.8256083	233.6714495	248.5121694	279.6150968
CP009208	202020	202562	+	543	AIK78829.1	sciN2	VK055_0201	-	-	type VI secretion lipofamily protein	1.724089662	15.40161678	1.868782423	10.05712795	2.27961626	91.57785605	26.22986699	28.24493198	30.90749322
CP009208	202565	203008	+	444	AIK78830.1	-	VK055_0202	-	-	gene 25-like lysozyme family protein	5.993264064	0	28.45645962	0	10.66272121	26.27886304	28.48619963	35.59437857	33.94757452
CP009208	203028	204443	+	1416	AIK78831.1	impA2	VK055_0203	-	-	impA-related N-terminal family protein	17.07669761	32.07852666	62.17948789	24.04462775	32.42937969	63.77872821	63.52986602	62.68645618	99.67123692
CP009208	204575	205489	+	915	AIK78832.1	-	VK055_0204	-	-	periplasmic binding and sugar binding domain of LacI family protein	12.8075232	30.70513408	15.37498266	9.13233458	65.29997544	46.33187974	36.10132231	37.68392711	38.72484514
CP009208	205573	205902	+	330	AIK78833.1	-	VK055_0205	-	-	hypothetical protein	3.119781293	11.37953851	26.33284323	53.98481327	67.50605569	47.77975098	35.18468717	28.38903878	31.34179055
CP009208	205985	207076	-	1092	AIK78834.1	-	VK055_0206	-	-	50S ribosome-binding GTPase family protein	11.98652813	17.952203	3.312841568	17.6866733	6.250560712	15.63700941	24.32608632	23.48940772	18.45763647
CP009208	207194	207778	-	585	AIK78835.1	pth	VK055_0207	-	-	peptidyl-tRNA hydrolase	0	0	0	0	0	0	0	0	0
CP009208	208090	208326	+	237	AIK78836.1	-	VK055_0208	-	-	putative inner membrane protein	7.963652249	1.569591519	25.22856271	0	11.69222533	31.85316732	27.14650213	30.04626693	28.73600658
CP009208	208364	208519	+	156	AIK78837.1	-	VK055_0209	-	-	hypothetical protein	34.23549472	29.0374431	155.4487197	0	14.70720168	26.71322441	41.17807076	36.89133973	42.12684088
CP009208	208547	209593	+	1047	AIK78838.1	-	VK055_0211	-	-	merR regulatory family protein	100.6539965	50.81552542	21.32110855	16.8774791	11.91283336	23.02115275	64.51701155	78.89847071	73.25148276
CP009208	209594	211246	-	1653	AIK78839.1	sulP	VK055_0210	-	-	sulfate permease family protein	245.4775281	8.828952293	210.6627458	11.44431802	123.4669581	88.03057151	72.90774857	84.73479594	81.72028067
CP009208	211398	212336	-	939	AIK78840.1	prsA	VK055_0212	-	-	ribose-phosphate diphosphokinase	0	0	0	0	0	0	0	0	0
CP009208	212529	213380	-	852	AIK78841.1	ispE	VK055_0213	-	-	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	0	0	0	0	0	0	0	0	0
CP009208	213377	213988	-	612	AIK78842.1	lolB	VK055_0214	-	-	outer membrane lipoprotein LolB	0	0	0	0	0	0	0	0	0
CP009208	214259	215515	+	1257	AIK78843.1	hemA	VK055_0215	-	-	glutamyl-tRNA reductase	0	0	0	0	0	0	0	0	0
CP009208	215558	216640	+	1083	AIK78844.1	prfA	VK055_0216	-	-	peptide chain release factor 1	0	0	0	0	0	0	0	0	0
CP009208	216640	217488	+	849	AIK78845.1	prmC	VK055_0217	-	-	"protein-(glutamine-N5) methyltransferase, release factor-specific"	0	0	1.274169834	0	61.25549498	0.941116307	3.666540547	9.65515532	8.03450058
CP009208	217530	217880	+	351	AIK78846.1	-	VK055_0218	-	-	"invasion gene expression up-regulator, SirB family protein"	5.664866033	69.16012629	4.162288124	3.352375985	26.91417907	10.85903431	27.78109568	43.95257272	50.66802167
CP009208	217884	218696	+	813	AIK78847.1	-	VK055_0219	-	-	tetratricopeptide repeat family protein	0	0	0	0	0	0	0.211531185	0	0
CP009208	218736	219590	+	855	AIK78848.1	kdsA	VK055_0220	-	-	3-deoxy-8-phosphooctulonate synthase	0	0	0	0	0	0	0	0.576427183	0
CP009208	219677	220777	-	1101	AIK78849.1	-	VK055_0221	-	-	chaA calcium CaCA transporter	13.38221976	314.801199	50.28723611	31.21177641	8.309568947	161.2928564	41.53062274	53.75183484	61.88736933
CP009208	221020	221271	+	252	AIK78850.1	-	VK055_0222	-	-	chaB family protein	28.6527282	0.58859682	1.189225178	21.27024763	14.11891361	29.24699909	17.27504681	17.2207621	20.48435733
CP009208	221429	222088	+	660	AIK78851.1	-	VK055_0223	-	-	putative cation transport protein	0	37.86639539	6.625683136	100.4556804	11.32454529	0.651542059	9.377882553	14.84299997	20.55674022
CP009208	222130	222249	+	120	AIK78852.1	-	VK055_0224	-	-	hypothetical protein	0	14.22442314	0	0	4.632768528	30.11572183	7.121549909	10.59184949	11.43649632
CP009208	222306	222548	-	243	AIK78853.1	-	VK055_0225	-	-	hypothetical protein	0	0	0	0	11.03040126	0	3.384498967	2.810082518	3.112464189
CP009208	222786	223139	-	354	AIK78854.1	-	VK055_0226	-	-	dsrE/DsrF-like family protein	43.34854008	0	4.162288124	18.61146667	17.35449798	72.17638141	28.76824122	47.33908243	42.27160665
CP009208	223207	224388	+	1182	AIK78855.1	-	VK055_0227	-	-	ANTAR domain protein	5.664866033	30.80323355	190.1910839	30.98057807	17.575106	30.26050896	49.2162558	102.6040386	117.2602787
CP009208	224631	225887	+	1257	AIK78856.1	-	VK055_0228	-	-	NMT1-like family protein	20.77117545	4.120177737	0	0	5.00044857	46.18709262	11.28166322	66.43323287	57.39963027
CP009208	225889	226773	+	885	AIK78857.1	ntrB	VK055_0229	-	-	"nitrate ABC transporter, permease protein"	76.84513923	7.357460244	24.88878409	144.7301632	5.294592603	31.99795445	20.51852498	55.48111639	63.04549554
CP009208	226783	227571	+	789	AIK78858.1	-	VK055_0230	-	-	"nitrate ABC transporter, ATP-binding C and D family protein"	176.3497426	53.85660899	0	0	56.91687048	7.022175524	11.35217362	29.32573295	35.39523228
CP009208	228776	231649	+	2874	AIK78859.1	nirD	VK055_0231	-	-	"nitrite reductase [NAD(P)H], small subunit"	83.08470182	28.35074681	65.74716342	32.83016482	38.38579637	89.33365563	63.24782444	224.4463345	243.6408014
CP009208	231697	234249	+	2553	AIK78860.1	-	VK055_0232	-	-	molybdopterin dinucleotide binding domain protein	4.843870956	3.139183037	7.220295725	0	44.12160503	19.40147464	13.25595429	90.06674739	118.2012563
CP009208	234431	235783	+	1353	AIK78861.1	-	VK055_0234	-	-	hypothetical protein	213.3766206	141.3613362	80.95225677	471.9914188	81.47789728	201.0369219	113.5217362	142.6657279	156.4194212
CP009208	235780	236430	-	651	AIK78862.1	narL	VK055_0233	-	-	narL transcriptional dual regulator	24.95825035	2.452486748	28.71129359	293.0439008	11.17747327	111.5584792	42.16521629	47.69934942	42.92305265
CP009208	236441	238219	-	1779	AIK78863.1	-	VK055_0235	-	-	HAMP domain protein	179.3874244	108.5961132	155.7035537	0	318.7050603	146.2349954	142.9245709	133.5869997	139.698974
CP009208	238531	239919	+	1389	AIK78864.1	narK	VK055_0236	-	-	narK MFS nitrate/nitrite antiporter	196.956719	181.9745167	14.35564679	261.600926	106.3330681	35.03848406	78.83062176	87.61693186	82.87840688
CP009208	240045	240158	+	114	AIK78865.1	-	VK055_0237	-	-	hypothetical protein	0	0	0	0	0	7.094569086	6.275425167	2.738029121	4.632504839
CP009208	240325	244068	+	3744	AIK78866.1	-	VK055_0238	-	-	"nitrate reductase, alpha subunit"	750.4716001	1331.111707	2135.338752	645.0433792	346.8693515	465.8525721	546.2440311	498.9697805	529.3360607
CP009208	244065	245600	+	1536	AIK78867.1	narH	VK055_0239	-	-	"nitrate reductase, beta subunit"	69.78458156	217.2903259	323.3843038	81.95981287	127.9526546	44.23246644	165.9109598	128.0388881	144.910542
CP009208	245597	246307	+	711	AIK78868.1	narJ	VK055_0240	-	-	nitrate reductase molybdenum cofactor assembly chaperone	24.95825035	33.15762083	1.868782423	12.71590891	35.44435604	32.57710294	22.14026407	13.6901456	16.06900116
CP009208	246307	246984	+	678	AIK78869.1	narI	VK055_0242	-	-	"respiratory nitrate reductase, gamma subunit"	14.77791139	262.9065794	537.9545038	46.4708671	107.1419642	33.30103857	95.40056462	81.99676682	94.60443475
CP009208	246981	247877	-	897	AIK78870.1	-	VK055_0241	-	-	eamA-like transporter family protein	350.9753955	423.1030138	306.0555941	172.5895636	123.24635	200.0234121	133.1941364	113.3399949	122.1099322
CP009208	247985	248428	+	444	AIK78871.1	-	VK055_0243	-	-	asnC family protein	27.99593213	52.188918	167.4259162	2.543181782	34.34131591	87.52381658	82.99073508	95.03843184	94.09775454
CP009208	248717	248801	-	85	-	-	VK055_0244	-	-	tRNA-Tyr	0	0	0	0	0	0	0	0	0
CP009208	249017	249101	-	85	-	-	VK055_0245	-	-	tRNA-Tyr	0	0	0	0	0	0	0	0	0
CP009208	249261	250103	-	843	AIK78872.1	purU	VK055_0246	-	-	formyltetrahydrofolate deformylase	67.32159633	158.1363455	149.7574278	98.37489528	249.3606044	130.1636247	137.9888433	98.49699494	102.7113182
CP009208	250146	250478	-	333	AIK78873.1	-	VK055_0247	-	-	hypothetical protein	478.3938315	100.1595588	327.2068133	291.5411115	214.2103924	160.4241336	127.3417736	82.573194	97.13783584
CP009208	250717	251619	+	903	AIK78874.1	-	VK055_0248	-	-	patatin-like phospholipase family protein	152.9513829	103.9854381	94.79823563	549.0960665	487.6908076	340.6841032	218.5822249	129.5520094	177.265693
CP009208	251709	252722	+	1014	AIK78875.1	hnr	VK055_0249	-	-	regulator of RpoS	15.35260794	57.3881899	14.61048076	41.26890437	21.61958646	38.07901366	95.47107501	62.68645618	72.23812233
CP009208	252920	253822	+	903	AIK78876.1	galU	VK055_0250	-	-	UTP-glucose-1-phosphate uridylyltransferase	0	0	0	0	0	0	11.21115283	4.755524262	3.908675958
CP009208	253944	254267	-	324	AIK78877.1	hns	VK055_0251	-	-	H-NS transcriptional dual regulator	0	0	0	0	0	0	1.762759878	0.936694173	1.230509098
CP009208	254774	254905	-	132	AIK78878.1	-	VK055_0252	-	-	hypothetical protein	0	0	0	0	6.250560712	0.651542059	8.461247416	2.738029121	5.066802167
CP009208	254913	255530	+	618	AIK78879.1	-	VK055_0253	-	-	thymidine kinase family protein	32.42930555	56.60339414	59.37631425	360.0914204	165.6030909	74.99973033	116.1306208	80.91596585	76.14679829
CP009208	255678	258353	-	2676	AIK78880.1	adhE	VK055_0254	-	-	adhE	203.7709782	376.2114671	631.5635143	169.8151835	427.3912807	540.8523024	320.6107667	200.3084462	209.3313124
